id,url,title,author,brew_method,style_name,boil_time,batch_size,boil_size,boil_gravity,efficiency,hop_utilization_multiplier,original_gravity,final_gravity,abv_standard,ibu_tinseth,srm_morey,mash_ph,yeast_name,yeast_starter,yeast_form,yeast_attenuation,yeast_flocculation,yeast_optimum_temp,yeast_fermentation_temp,yeast_pitch_rate,water_profile_name,water_ca2,water_mg2,water_na,water_cl,water_so4,water_hco3,priming_method,priming_co2_level,error
1001609,https://www.brewersfriend.com/homebrew/recipe/view/1001609/hopking-ipa-vestbrygg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001618,https://www.brewersfriend.com/homebrew/recipe/view/1001618/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001613,https://www.brewersfriend.com/homebrew/recipe/view/1001613/growler-english-bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001612,https://www.brewersfriend.com/homebrew/recipe/view/1001612/the-cherry-prick-wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001627,https://www.brewersfriend.com/homebrew/recipe/view/1001627/farmhouse-ale,Farmhouse Ale,,Extract,Saison,60 min,2.5 gallons (fermentor volume),3.5 gallons,1.043,70% (steeping grains only),1.0,1.061,1.009,6.75,39.53,6.32,0.0,Omega Yeast Labs - Jovaru Lithuanian Farmhouse OYL-033,No,Liquid,85%,High,70 - 95 F,,0.35 (M cells / ml / deg P),Light colored and hoppy,75.0,5.0,10.0,50.0,150.0,0.0,,2.2 Volumes,
1001632,https://www.brewersfriend.com/homebrew/recipe/view/1001632/pilsner-urquell-original,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001620,https://www.brewersfriend.com/homebrew/recipe/view/1001620/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001621,https://www.brewersfriend.com/homebrew/recipe/view/1001621/raspberry-milkshake-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001641,https://www.brewersfriend.com/homebrew/recipe/view/1001641/golden-honey-mandarina-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001636,https://www.brewersfriend.com/homebrew/recipe/view/1001636/cloggie-daws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001633,https://www.brewersfriend.com/homebrew/recipe/view/1001633/alberta-rye-altbier,Alberta Rye Altbier,,All Grain,No Profile Selected,60 min,5.5 gallons (fermentor volume),7.5 gallons,1.048,75% (brew house),1.0,1.055,1.014,5.44,54.16,4.09,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,,
1001640,https://www.brewersfriend.com/homebrew/recipe/view/1001640/liquid-nachos,Liquid Nachos,,All Grain,"Spice, Herb, or Vegetable Beer",60 min,5.5 gallons (fermentor volume),7 gallons,1.044,70% (brew house),1.0,1.057,1.01,6.1,36.24,3.81,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,54 - 77 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.65 Volumes,
1001647,https://www.brewersfriend.com/homebrew/recipe/view/1001647/hefe-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001644,https://www.brewersfriend.com/homebrew/recipe/view/1001644/kettle-down-folks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001645,https://www.brewersfriend.com/homebrew/recipe/view/1001645/cheeky-peak-american-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001643,https://www.brewersfriend.com/homebrew/recipe/view/1001643/025-berliner-weisse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001651,https://www.brewersfriend.com/homebrew/recipe/view/1001651/hefeweizen-2020-v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001659,https://www.brewersfriend.com/homebrew/recipe/view/1001659/old-world-kolsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001653,https://www.brewersfriend.com/homebrew/recipe/view/1001653/pina-colada-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001654,https://www.brewersfriend.com/homebrew/recipe/view/1001654/summer-sesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001662,https://www.brewersfriend.com/homebrew/recipe/view/1001662/citra-bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001664,https://www.brewersfriend.com/homebrew/recipe/view/1001664/cascade-apa,cascade APA,cocinista,Extract,American Pale Ale,60 min,15 liters (fermentor volume),11.4 liters,1.084,70% (steeping grains only),1.0,1.064,1.012,6.77,54.03,8.57,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,12.22 - 25 C,15 C,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.25 Volumes,
1001665,https://www.brewersfriend.com/homebrew/recipe/view/1001665/loma-alta-ipa-12062020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001660,https://www.brewersfriend.com/homebrew/recipe/view/1001660/hcbc-wildflower-honey-kolsch,HCBC - Wildflower Honey Kolsch,,All Grain,Kölsch,60 min,125 gallons (fermentor volume),130 gallons,1.042,78% (brew house),1.0,1.045,1.008,4.84,19.9,3.08,0.0,Fermentis / Safale - German Ale Yeast K-97,No,Dry,81%,High,54 - 77 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.58 Volumes,
1001672,https://www.brewersfriend.com/homebrew/recipe/view/1001672/dirty-water-brown-ale,Dirty Water Brown Ale,,Extract,American Brown Ale,45 min,5.5 gallons (fermentor volume),6.5 gallons,1.042,25% (steeping grains only),1.0,1.047,1.009,4.99,34.35,21.78,0.0,Fermentis / Safale - American Ale Yeast US-05,No,Dry,81%,Medium,54 - 77 F,66 F,0.35 (M cells / ml / deg P),Balanced Profile II,150.0,10.0,80.0,150.0,160.0,220.0,,0 Volumes,
1001689,https://www.brewersfriend.com/homebrew/recipe/view/1001689/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001680,https://www.brewersfriend.com/homebrew/recipe/view/1001680/honey-nut-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001688,https://www.brewersfriend.com/homebrew/recipe/view/1001688/pandemic-2020-breakfast-mild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001692,https://www.brewersfriend.com/homebrew/recipe/view/1001692/gp-ipa,GP IPA,,All Grain,American IPA,60 min,11 gallons (fermentor volume),12.5 gallons,1.049,75% (brew house),1.0,1.056,1.014,5.52,64.3,8.11,0.0,,,,,,,,,Light colored and hoppy,75.0,5.0,10.0,50.0,200.0,0.0,,2.25 Volumes,
1001691,https://www.brewersfriend.com/homebrew/recipe/view/1001691/gp-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001695,https://www.brewersfriend.com/homebrew/recipe/view/1001695/i-ll-apologize-but-i-m-not-taking-off-the-glasses-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001690,https://www.brewersfriend.com/homebrew/recipe/view/1001690/rye-guy-partigyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001706,https://www.brewersfriend.com/homebrew/recipe/view/1001706/unnamed,UnNamed,Hoggtowme Ale Works,All Grain,American IPA,60 min,5.5 gallons (fermentor volume),7.5 gallons,1.056,75% (brew house),1.0,1.064,1.012,6.82,52.15,10.86,5.59,Mangrove Jack - New World Strong Ale M42,No,Dry,79.5%,High,61 - 72 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.25 Volumes,
1001707,https://www.brewersfriend.com/homebrew/recipe/view/1001707/2020-05-27-farmhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001705,https://www.brewersfriend.com/homebrew/recipe/view/1001705/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001696,https://www.brewersfriend.com/homebrew/recipe/view/1001696/awesome-recipe,Awesome Recipe,,All Grain,Dry Stout,90 min,80 gallons (fermentor volume),75.4 gallons,1.077,75% (brew house),1.0,1.073,1.021,,,,0.0,White Labs - Irish Ale Yeast WLP004,No,Liquid,71.5%,Med-High,65 - 68 F,68 F,0.5 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,1.65 Volumes,
1001709,https://www.brewersfriend.com/homebrew/recipe/view/1001709/making-it-up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001711,https://www.brewersfriend.com/homebrew/recipe/view/1001711/borrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001717,https://www.brewersfriend.com/homebrew/recipe/view/1001717/neipa-v-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001710,https://www.brewersfriend.com/homebrew/recipe/view/1001710/kolsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001728,https://www.brewersfriend.com/homebrew/recipe/view/1001728/american-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001722,https://www.brewersfriend.com/homebrew/recipe/view/1001722/may-the-schwarz-be-with-you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001718,https://www.brewersfriend.com/homebrew/recipe/view/1001718/juhannusipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001726,https://www.brewersfriend.com/homebrew/recipe/view/1001726/pinapple-c-r-e-a-m-ale,Pinapple C.R.E.A.M Ale,,Extract,Cream Ale,60 min,5 gallons (fermentor volume),3.5 gallons,1.08,70% (steeping grains only),1.0,1.056,1.015,5.36,22.41,3.53,0.0,Wyeast - American Ale 1056,No,Liquid,75%,Med-Low,60 - 72 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.65 Volumes,
1001736,https://www.brewersfriend.com/homebrew/recipe/view/1001736/vertically-challenged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001735,https://www.brewersfriend.com/homebrew/recipe/view/1001735/all-together-ipa,All Together IPA,,All Grain,English IPA,60 min,5.5 gallons (fermentor volume),6.75 gallons,1.055,75% (brew house),1.0,1.059,1.017,5.53,30.71,3.89,5.79,White Labs - London Ale Yeast WLP013,No,Liquid,71%,Medium,66 - 71 F,,0.35 (M cells / ml / deg P),Balanced Profile,39.0,9.0,15.0,25.0,9.0,110.0,,1.9 Volumes,
1001730,https://www.brewersfriend.com/homebrew/recipe/view/1001730/chubby-red-head-imperial-red-west-coast-ipa,Chubby Red Head - Imperial Red West Coast IPA,,All Grain,Specialty IPA: Red IPA,90 min,5 gallons (fermentor volume),6.7 gallons,1.054,75% (brew house),1.0,1.084,1.021,8.39,57.56,18.28,0.0,Wyeast - Northwest Ale 1332,No,Liquid,69%,High,65 - 75 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.52 Volumes,
1001734,https://www.brewersfriend.com/homebrew/recipe/view/1001734/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001744,https://www.brewersfriend.com/homebrew/recipe/view/1001744/oyyyym-bri-ish-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001740,https://www.brewersfriend.com/homebrew/recipe/view/1001740/vienna-lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001742,https://www.brewersfriend.com/homebrew/recipe/view/1001742/southern-ipa-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001745,https://www.brewersfriend.com/homebrew/recipe/view/1001745/summer-stay-cation-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001747,https://www.brewersfriend.com/homebrew/recipe/view/1001747/cream-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001749,https://www.brewersfriend.com/homebrew/recipe/view/1001749/k97garde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001748,https://www.brewersfriend.com/homebrew/recipe/view/1001748/kolsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001746,https://www.brewersfriend.com/homebrew/recipe/view/1001746/saison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001750,https://www.brewersfriend.com/homebrew/recipe/view/1001750/wolf-pack-cloudy-days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001756,https://www.brewersfriend.com/homebrew/recipe/view/1001756/scottish-de-exportacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001752,https://www.brewersfriend.com/homebrew/recipe/view/1001752/shiner-bock-clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001753,https://www.brewersfriend.com/homebrew/recipe/view/1001753/you-got-dunkled-on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001792,https://www.brewersfriend.com/homebrew/recipe/view/1001792/el-grande-chocolate-stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001794,https://www.brewersfriend.com/homebrew/recipe/view/1001794/scottish-de-exportacion,scottish de exportacion,inno beer,All Grain,Scottish Export,90 min,200 liters (fermentor volume),220 liters,1.028,75% (brew house),1.0,1.029,1.007,2.85,0.0,3.63,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,1.02 Volumes,
1001789,https://www.brewersfriend.com/homebrew/recipe/view/1001789/scottish-de-exportacion,scottish de exportacion,,All Grain,Scottish Export,90 min,200 liters (fermentor volume),220 liters,1.028,75% (brew house),1.0,1.029,1.007,2.85,0.0,3.63,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,1.02 Volumes,
1001791,https://www.brewersfriend.com/homebrew/recipe/view/1001791/1500,1500,,All Grain,Blonde Ale,60 min,5.5 gallons (fermentor volume),3 gallons,1.1,60% (brew house),1.0,1.054,1.01,5.85,33.23,8.09,0.0,White Labs - San Diego Super Yeast WLP090,No,Liquid,79.5%,Med-High,65 - 68 F,,0.35 (M cells / ml / deg P),Light colored and hoppy,75.0,5.0,10.0,50.0,150.0,0.0,,2.65 Volumes,
1001806,https://www.brewersfriend.com/homebrew/recipe/view/1001806/dunkelweizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001801,https://www.brewersfriend.com/homebrew/recipe/view/1001801/backyard-kolsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001802,https://www.brewersfriend.com/homebrew/recipe/view/1001802/scottish-de-exportacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001798,https://www.brewersfriend.com/homebrew/recipe/view/1001798/west-coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001808,https://www.brewersfriend.com/homebrew/recipe/view/1001808/most-eligible-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001823,https://www.brewersfriend.com/homebrew/recipe/view/1001823/memorial-day-blonde-ale,Memorial Day Blonde Ale,,All Grain,Blonde Ale,60 min,10 gallons (fermentor volume),12 gallons,1.045,87% (brew house),1.0,1.051,1.012,5.14,34.35,6.18,5.53,Wyeast - American Ale 1056,No,Liquid,75%,Med-Low,60 - 72 F,68 F,0.35 (M cells / ml / deg P),Light colored and malty,60.0,5.0,10.0,95.0,55.0,0.0,,2.45 Volumes,
1001811,https://www.brewersfriend.com/homebrew/recipe/view/1001811/house-ipa,House IPA,GOD,All Grain,American IPA,60 min,5.5 gallons (fermentor volume),7 gallons,1.057,70% (brew house),1.0,1.073,1.014,7.77,82.17,6.98,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.25 Volumes,
1001820,https://www.brewersfriend.com/homebrew/recipe/view/1001820/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001829,https://www.brewersfriend.com/homebrew/recipe/view/1001829/belgian-saison,Belgian Saison,,All Grain,Saison,60 min,5.25 gallons (fermentor volume),7 gallons,1.044,60% (brew house),1.0,1.065,1.008,7.42,26.53,6.59,0.0,Fermentis / Safale - Belgian Saison Ale Yeast BE-134,No,Dry,85%,Low,64 - 82 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.2 Volumes,
1001833,https://www.brewersfriend.com/homebrew/recipe/view/1001833/avpso-80-,AVPSO 80/-,,BIAB,Scottish Heavy,90 min,5 liters (fermentor volume),3 liters,1.119,70% (brew house),1.0,1.072,1.019,6.92,18.36,50.0,4.87,Beoir - sco,No,Dry,73%,Medium,-17.78 - -17.78 C,15 C,0.75 (M cells / ml / deg P),"Edinburgh (Scottish Ale, Malty Ale)",10.0,1.0,8.0,17.0,3.0,35.0,sucrose,1.02 g/l,
1001831,https://www.brewersfriend.com/homebrew/recipe/view/1001831/ns-mexican-super-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001827,https://www.brewersfriend.com/homebrew/recipe/view/1001827/cheat-day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001841,https://www.brewersfriend.com/homebrew/recipe/view/1001841/kveik-pilsner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001839,https://www.brewersfriend.com/homebrew/recipe/view/1001839/dad-s-neipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001835,https://www.brewersfriend.com/homebrew/recipe/view/1001835/lambiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001834,https://www.brewersfriend.com/homebrew/recipe/view/1001834/cream-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001845,https://www.brewersfriend.com/homebrew/recipe/view/1001845/india-pale-ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001842,https://www.brewersfriend.com/homebrew/recipe/view/1001842/emb-sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001843,https://www.brewersfriend.com/homebrew/recipe/view/1001843/first-apaish,First APAish,AJL,Extract,American Pale Ale,60 min,5 gallons (fermentor volume),3 gallons,1.049,70% (steeping grains only),1.0,1.056,1.011,5.87,43.99,7.63,0.0,Omega Yeast Labs - HotHead Ale OYL-057,No,Liquid,80%,Medium High,62 - 98 F,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,dextrose,2.45 Volumes,
1001849,https://www.brewersfriend.com/homebrew/recipe/view/1001849/gilligan-s-banana-cream-pie-ale,Gilligan's Banana Cream Pie Ale,Ballast Point,All Grain,Cream Ale,60 min,5.5 gallons (fermentor volume),3 gallons,1.103,70% (brew house),1.0,1.056,1.013,5.74,13.11,3.73,0.0,White Labs - Cream Ale Yeast Blend WLP080,No,Liquid,77.5%,Medium,65 - 70 F,,0.35 (M cells / ml / deg P),28406,0.0,0.0,0.0,0.0,0.0,0.0,,2.65 Volumes,
1001851,https://www.brewersfriend.com/homebrew/recipe/view/1001851/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001854,https://www.brewersfriend.com/homebrew/recipe/view/1001854/ol-fashioned-blueberry-ale,Ol' Fashioned Blueberry Ale,,All Grain,No Profile Selected,60 min,5.5 gallons (fermentor volume),3 gallons,1.081,70% (brew house),1.0,1.044,1.01,4.45,9.14,7.91,0.0,White Labs - California Ale Yeast WLP001,No,Liquid,76.5%,Medium,68 - 73 F,,0.35 (M cells / ml / deg P),28406,0.0,0.0,0.0,0.0,0.0,0.0,,4.04 Volumes,
1001855,https://www.brewersfriend.com/homebrew/recipe/view/1001855/cream-ale-azacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001862,https://www.brewersfriend.com/homebrew/recipe/view/1001862/mo-money-mo-problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001866,https://www.brewersfriend.com/homebrew/recipe/view/1001866/apa-surea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001868,https://www.brewersfriend.com/homebrew/recipe/view/1001868/piyuushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001865,https://www.brewersfriend.com/homebrew/recipe/view/1001865/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001869,https://www.brewersfriend.com/homebrew/recipe/view/1001869/awesome-recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001883,https://www.brewersfriend.com/homebrew/recipe/view/1001883/the-wizard-ipa,The Wizard IPA,,All Grain,American IPA,30 min,28 liters (fermentor volume),35 liters,1.058,68% (brew house),1.0,1.062,1.015,6.21,39.46,6.53,5.54,Escarpment Labs - Hornindal Kveik Blend,Yes,Liquid,77%,Med-High,25 - 35 C,35 C,0.5 (M cells / ml / deg P),11565,0.0,0.0,0.0,0.0,0.0,0.0,,2.0 Volumes,
1001877,https://www.brewersfriend.com/homebrew/recipe/view/1001877/belgian-strong-ale-experimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001872,https://www.brewersfriend.com/homebrew/recipe/view/1001872/imperial-stout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001876,https://www.brewersfriend.com/homebrew/recipe/view/1001876/mixed-bag-pale-ale,Mixed Bag Pale Ale,Brewing Ferdaze...,All Grain,American Pale Ale,60 min,5.5 gallons (fermentor volume),7 gallons,1.047,68% (brew house),1.0,1.06,1.014,6.06,32.95,6.61,0.0,Imperial Yeast - A24 Dry Hop,No,Liquid,76%,Medium,64 - 74 F,68 F,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,co2,2.45 Volumes,
1001889,https://www.brewersfriend.com/homebrew/recipe/view/1001889/chardonale-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001888,https://www.brewersfriend.com/homebrew/recipe/view/1001888/weizenbock,Weizenbock,,BIAB,Weizenbock,60 min,20.8 liters (fermentor volume),11.4 liters,1.125,67% (brew house),1.0,1.069,1.019,6.57,17.44,16.04,0.0,Mangrove Jack - Bavarian Wheat Yeast M20,Yes,Dry,73%,Low,15 - 30 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,4.04 Volumes,
1001890,https://www.brewersfriend.com/homebrew/recipe/view/1001890/stimulus-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001886,https://www.brewersfriend.com/homebrew/recipe/view/1001886/galaxy-ipa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001903,https://www.brewersfriend.com/homebrew/recipe/view/1001903/hop-x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001904,https://www.brewersfriend.com/homebrew/recipe/view/1001904/hoppy-rye-porter,Hoppy Rye Porter,,All Grain,American Porter,60 min,5.5 gallons (fermentor volume),7.5 gallons,1.059,75% (brew house),1.0,1.068,1.017,6.65,41.69,29.64,0.0,,,,,,,,,Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,2.75 Volumes,
1001900,https://www.brewersfriend.com/homebrew/recipe/view/1001900/neipa-cimoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001897,https://www.brewersfriend.com/homebrew/recipe/view/1001897/9-am-on-a-spring-day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001917,https://www.brewersfriend.com/homebrew/recipe/view/1001917/ale-americana-fuerte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
1001909,https://www.brewersfriend.com/homebrew/recipe/view/1001909/amber-a-d,Amber A&D,A&D,All Grain,Kellerbier: Amber Kellerbier,60 min,20 liters (fermentor volume),24 liters,1.043,70% (brew house),0.88,1.052,1.012,5.16,36.46,,5.57,Fermentis / Safale - English Ale Yeast S-04,No,Dry,75%,High,12.22 - 25 C,18 C,0.75 (M cells / ml / deg P),28454,0.0,0.0,0.0,0.0,0.0,0.0,dextrose,2.25 Volumes,
1001918,https://www.brewersfriend.com/homebrew/recipe/view/1001918/ipl,IPL,,All Grain,No Profile Selected,60 min,20.8 liters (fermentor volume),24 liters,1.044,75% (brew house),1.0,1.051,1.009,5.51,30.37,5.51,0.0,Fermentis / Safale - Saflager - German Lager Yeast W-34/70,No,Dry,83%,High,8.89 - 22.22 C,,0.35 (M cells / ml / deg P),Balanced Profile,0.0,0.0,0.0,0.0,0.0,0.0,,,
1001906,https://www.brewersfriend.com/homebrew/recipe/view/1001906/belgian-pale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fetch: HTTP Error 403: Forbidden
